Date,Open,High,Low,Close,Adj Close,Volume
2010-12-20,1.825740,1.842910,1.702690,1.719280,1.719280,122360823
2010-12-21,1.745610,1.773370,1.699820,1.754200,1.754200,94012274
2010-12-22,1.759920,1.868090,1.708410,1.790820,1.790820,112335370
2010-12-23,1.774230,1.845770,1.688380,1.707260,1.707260,82606326
2010-12-24,1.665480,1.731020,1.626850,1.710980,1.710980,85316750
2010-12-27,1.711840,1.769650,1.637150,1.646880,1.646880,75030014
2010-12-28,1.662910,1.750760,1.660050,1.682650,1.682650,91456796
2010-12-29,1.658900,1.731590,1.631140,1.717280,1.717280,70035983
2010-12-30,1.708690,1.856070,1.708690,1.835470,1.835470,113072495
2010-12-31,1.851490,1.860080,1.802840,1.842330,1.842330,82533431
2011-01-04,1.845770,1.879820,1.791400,1.878680,1.878680,86371104
2011-01-05,1.859220,1.976830,1.822870,1.834610,1.834610,97750284
2011-01-06,1.834610,1.874100,1.790540,1.797410,1.797410,65622874
2011-01-07,1.805130,1.857210,1.788820,1.838040,1.838040,60457229
2011-01-10,1.822870,1.822870,1.654320,1.654320,1.654320,102489218
2011-01-11,1.634010,1.656900,1.576200,1.588510,1.588510,60899246
2011-01-12,1.601670,1.624280,1.516110,1.571340,1.571340,66837975
2011-01-13,1.573050,1.625420,1.540140,1.605390,1.605390,50448759
2011-01-14,1.583930,1.593370,1.516680,1.516680,1.516680,36109859
2011-01-17,1.516680,1.553590,1.494070,1.528120,1.528120,33380216
2011-01-18,1.533850,1.533850,1.496650,1.511530,1.511530,20789989
2011-01-19,1.513820,1.574770,1.459730,1.553590,1.553590,38771744
2011-01-20,1.524690,1.599380,1.513820,1.551590,1.551590,47072847
2011-01-21,1.542720,1.543000,1.475470,1.523830,1.523830,55105014
2011-01-24,1.510950,1.521540,1.371590,1.371590,1.371590,63955553
2011-01-25,1.358710,1.358710,1.247970,1.288030,1.288030,50655492
2011-01-26,1.290320,1.324660,1.267710,1.302050,1.302050,24075290
2011-01-27,1.287750,1.339260,1.247680,1.312930,1.312930,34015582
2011-01-28,1.312930,1.367300,1.297760,1.333820,1.333820,35205697
2011-01-31,1.333250,1.370730,1.317220,1.365010,1.365010,26369416
2011-02-01,1.344980,1.363870,1.296900,1.329240,1.329240,30510060
2011-02-09,1.319220,1.328380,1.271720,1.271720,1.271720,25241223
2011-02-10,1.271720,1.398780,1.271720,1.398780,1.398780,32440970
2011-02-11,1.444850,1.458870,1.410800,1.436550,1.436550,60775366
2011-02-14,1.445140,1.528120,1.445140,1.476610,1.476610,43994489
2011-02-15,1.485490,1.516390,1.436840,1.484340,1.484340,38729251
2011-02-16,1.487780,1.539000,1.485200,1.516680,1.516680,36446552
2011-02-17,1.517250,1.570480,1.493780,1.524400,1.524400,43172063
2011-02-18,1.525260,1.543580,1.465170,1.465170,1.465170,39331909
2011-02-21,1.435980,1.519540,1.435980,1.516680,1.516680,37103759
2011-02-22,1.504940,1.618550,1.502370,1.579630,1.579630,81807663
2011-02-23,1.579920,1.681800,1.579920,1.605390,1.605390,84274137
2011-02-24,1.599380,1.687800,1.578200,1.660910,1.660910,60692617
2011-02-25,1.661190,1.678930,1.607680,1.668350,1.668350,39856396
2011-02-28,1.656900,1.731300,1.649740,1.685230,1.685230,41919537
2011-03-01,1.674360,1.699250,1.621700,1.649460,1.649460,39764980
2011-03-02,1.645450,1.694960,1.613400,1.679790,1.679790,40510283
2011-03-03,1.660330,1.711270,1.610540,1.610540,1.610540,34359265
2011-03-04,1.609110,1.668350,1.608820,1.643740,1.643740,23623628
2011-03-07,1.656900,1.675500,1.610830,1.651180,1.651180,25545976
2011-03-08,1.654900,1.744180,1.654900,1.743320,1.743320,47381199
2011-03-09,1.745610,1.768500,1.716990,1.752190,1.752190,26069799
2011-03-10,1.888120,1.888120,1.773650,1.774230,1.774230,66746419
2011-03-11,1.777090,1.945930,1.774230,1.851490,1.851490,74672843
2011-03-14,1.848630,1.887550,1.803420,1.866660,1.866660,42876465
2011-03-15,1.854070,1.881830,1.746180,1.817150,1.817150,55732902
2011-03-16,1.811430,1.877250,1.789970,1.816580,1.816580,47118240
2011-03-17,1.813430,1.865510,1.768790,1.840620,1.840620,52667858
2011-03-18,1.891550,1.923030,1.840900,1.845770,1.845770,45601775
2011-03-21,1.839760,1.942490,1.816870,1.905860,1.905860,51666865
2011-03-22,1.914450,1.970250,1.791400,1.805710,1.805710,74216709
2011-03-23,1.802840,1.817150,1.768500,1.806560,1.806560,43545553
2011-03-24,1.799980,1.825450,1.776520,1.777090,1.777090,32526515
2011-03-25,1.779950,1.785670,1.691240,1.716140,1.716140,68810364
2011-03-28,1.722720,1.771940,1.705830,1.736170,1.736170,35970849
2011-03-29,1.722720,1.754200,1.656900,1.671210,1.671210,31421875
2011-03-30,1.671210,1.684370,1.635720,1.653460,1.653460,18365204
2011-03-31,1.659760,1.725290,1.641160,1.699250,1.699250,27471225
2011-04-01,1.682370,1.722140,1.674070,1.716710,1.716710,15937869
2011-04-06,1.716990,1.731300,1.622560,1.650030,1.650030,33001939
2011-04-07,1.634010,1.668350,1.616840,1.636580,1.636580,25597730
2011-04-08,null,null,null,null,null,null
2011-04-11,1.625710,1.800270,1.625710,1.777090,1.777090,57698512
2011-04-12,1.756480,1.814580,1.748760,1.778520,1.778520,35222890
2011-04-13,1.772220,1.814290,1.751620,1.782530,1.782530,31448607
2011-04-14,1.802270,1.905000,1.775090,1.905000,1.905000,63160838
2011-04-15,1.940200,1.946780,1.860360,1.908720,1.908720,58887509
2011-04-18,1.909010,1.909010,1.774230,1.805130,1.805130,52483664
2011-04-19,1.817150,1.851210,1.804270,1.813150,1.813150,37915771
2011-04-20,1.845770,1.994570,1.803130,1.994570,1.994570,62710609
2011-04-21,2.028340,2.074130,1.948500,1.988280,1.988280,81882445
2011-04-22,1.977690,1.997440,1.917600,1.961380,1.961380,51514645
2011-04-25,1.959380,2.077560,1.928760,1.953370,1.953370,63416669
2011-04-26,1.913880,1.934190,1.836610,1.890700,1.890700,45413353
2011-04-27,1.904430,1.959660,1.854350,1.873240,1.873240,32656754
2011-04-28,1.893270,1.914160,1.685800,1.685800,1.685800,75149106
2011-04-29,1.659190,1.716990,1.611110,1.708120,1.708120,48295425
2011-05-03,1.703830,1.742180,1.677220,1.716990,1.716990,26859272
2011-05-04,1.661480,1.691240,1.653180,1.664050,1.664050,32162355
2011-05-05,1.656900,1.745040,1.646020,1.699820,1.699820,38650381
2011-05-06,1.675790,1.753340,1.660620,1.745610,1.745610,34120941
2011-05-09,1.758200,1.785670,1.702690,1.725290,1.725290,33322068
2011-05-10,1.728440,1.746470,1.694390,1.734160,1.734160,28223657
2011-05-11,1.715850,1.768500,1.677220,1.742750,1.742750,31948248
2011-05-12,1.768220,1.844050,1.748760,1.794830,1.794830,60476903
2011-05-13,1.779660,1.788250,1.688380,1.738170,1.738170,40573603
2011-05-16,1.722720,1.799120,1.719570,1.788540,1.788540,29229333
2011-05-17,1.771370,1.802840,1.710130,1.731300,1.731300,33778028
2011-05-18,1.731930,1.762150,1.624280,1.689120,1.689120,35727817
2011-05-19,1.685970,1.699190,1.657640,1.668980,1.668980,15809281
2011-05-20,1.689750,1.728150,1.655750,1.660790,1.660790,20346069
2011-05-23,1.630570,1.653240,1.536140,1.537400,1.537400,33848121
2011-05-24,1.512840,1.628680,1.499620,1.586500,1.586500,30569631
2011-05-25,1.567620,1.595320,1.499620,1.500880,1.500880,27386621
2011-05-26,1.509700,1.542430,1.425960,1.446740,1.446740,35039675
2011-05-27,1.424070,1.483880,1.402670,1.412110,1.412110,22558933
2011-05-30,1.412740,1.485770,1.395110,1.433520,1.433520,22595117
2011-05-31,1.446740,1.468140,1.425960,1.458700,1.458700,12963170
2011-06-01,1.466880,1.498360,1.454920,1.463740,1.463740,17817543
2011-06-02,1.441070,1.448000,1.391340,1.402670,1.402670,21470403
2011-06-03,1.403930,1.425960,1.381890,1.413370,1.413370,27637095
2011-06-07,1.385040,1.385670,1.346640,1.372450,1.372450,31120949
2011-06-08,1.366780,1.372450,1.308230,1.337190,1.337190,40574629
2011-06-09,1.313270,1.470660,1.303200,1.393860,1.393860,60335500
2011-06-10,1.366780,1.448000,1.352300,1.414630,1.414630,48596573
2011-06-13,1.403930,1.403930,1.354190,1.373710,1.373710,28174499
2011-06-14,1.373710,1.416520,1.369300,1.393860,1.393860,22774495
2011-06-15,1.390710,1.422190,1.374340,1.380010,1.380010,22118851
2011-06-16,1.352300,1.352300,1.284310,1.295640,1.295640,31623138
2011-06-17,1.290610,1.303200,1.246540,1.247800,1.247800,25444262
2011-06-20,1.252200,1.272980,1.240240,1.258500,1.258500,15683385
2011-06-21,1.259760,1.271720,1.221980,1.246540,1.246540,20788344
2011-06-22,1.252830,1.267310,1.196170,1.196170,1.196170,28998672
2011-06-23,1.189250,1.257240,1.177290,1.245910,1.245910,36929521
2011-06-24,1.238980,1.314530,1.235210,1.285570,1.285570,42675383
2011-06-27,1.278020,1.364270,1.262280,1.337820,1.337820,53212384
2011-06-28,1.340970,1.346640,1.306350,1.334680,1.334680,31847134
2011-06-29,1.435410,1.435410,1.359860,1.361750,1.361750,57682269
2011-06-30,1.356710,1.412110,1.333420,1.399520,1.399520,52638368
2011-07-01,1.422820,1.430370,1.389450,1.391340,1.391340,35021472
2011-07-04,1.391340,1.445480,1.385040,1.435410,1.435410,44533478
2011-07-05,1.435410,1.459960,1.422820,1.437300,1.437300,36292954
2011-07-06,1.444850,1.448000,1.410220,1.434150,1.434150,37420734
2011-07-07,1.439810,1.456810,1.414000,1.446110,1.446110,48975200
2011-07-08,1.440440,1.451150,1.391970,1.401410,1.401410,38720267
2011-07-11,null,null,null,null,null,null
2011-07-12,1.391340,1.541800,1.378750,1.499620,1.499620,103314252
2011-07-13,1.480740,1.528580,1.479480,1.522920,1.522920,58339374
2011-07-14,1.541170,1.553760,1.498360,1.536140,1.536140,38774384
2011-07-15,1.538030,1.616720,1.536770,1.556910,1.556910,59518141
2011-07-18,1.561950,1.573280,1.514730,1.520400,1.520400,41066779
2011-07-19,1.520400,1.523550,1.460590,1.479480,1.479480,31888766
2011-07-20,1.488920,1.516620,1.473180,1.489550,1.489550,18341286
2011-07-21,1.500250,1.501510,1.441700,1.448000,1.448000,23854940
2011-07-22,1.454920,1.478220,1.448000,1.463110,1.463110,16207859
2011-07-25,1.462480,1.462480,1.376230,1.376860,1.376860,27476016
2011-07-26,1.378750,1.398890,1.372450,1.383150,1.383150,13449459
2011-07-27,1.390080,1.459330,1.366780,1.448000,1.448000,29480831
2011-07-28,1.432260,1.520400,1.424700,1.488290,1.488290,49216081
2011-07-29,1.473180,1.502140,1.435410,1.443590,1.443590,30227426
2011-08-01,1.465630,1.501510,1.444850,1.487660,1.487660,33066628
2011-08-02,1.492700,1.513470,1.435410,1.505290,1.505290,39858261
2011-08-03,1.493330,1.567620,1.476960,1.543690,1.543690,57222030
2011-08-04,1.549360,1.561320,1.512210,1.518510,1.518510,32632121
2011-08-05,1.421560,1.498360,1.416520,1.473180,1.473180,33240288
2011-08-08,1.466880,1.495840,1.361750,1.441700,1.441700,45865860
2011-08-09,1.385040,1.468140,1.378750,1.466260,1.466260,30401769
2011-08-10,1.484510,1.563210,1.484510,1.521660,1.521660,52385701
2011-08-11,1.485770,1.586500,1.473810,1.581470,1.581470,75502353
2011-08-12,1.580210,1.634350,1.558170,1.577690,1.577690,53229761
2011-08-15,1.575170,1.660790,1.568240,1.635610,1.635610,52002119
2011-08-16,1.646940,1.649460,1.602870,1.646310,1.646310,34923547
2011-08-17,1.641900,1.742000,1.614830,1.714300,1.714300,70832235
2011-08-18,1.674640,1.757110,1.662680,1.712420,1.712420,50822350
2011-08-19,1.668980,1.718710,1.658900,1.679680,1.679680,33242368
2011-08-22,1.679680,1.718710,1.655750,1.668350,1.668350,30682694
2011-08-23,1.671490,1.750190,1.671490,1.708010,1.708010,39878624
2011-08-24,1.709270,1.741370,1.701080,1.718710,1.718710,31552247
2011-08-25,1.731300,1.731300,1.621760,1.640020,1.640020,71355788
2011-08-26,1.640640,1.657640,1.624910,1.641270,1.641270,26307652
2011-08-29,1.631200,1.656380,1.624280,1.640640,1.640640,16481063
2011-08-30,1.652610,1.655750,1.567620,1.573280,1.573280,29208881
2011-08-31,1.565100,1.589650,1.556280,1.565100,1.565100,20038746
2011-09-01,1.572020,1.605390,1.564470,1.575800,1.575800,21441224
2011-09-02,1.573910,1.573910,1.499620,1.524800,1.524800,22329711
2011-09-05,1.504660,1.519140,1.478220,1.492070,1.492070,18785768
2011-09-06,1.470660,1.498990,1.466880,1.472550,1.472550,14090124
2011-09-07,1.490810,1.522920,1.480740,1.522920,1.522920,28993335
2011-09-08,1.526690,1.539280,1.470030,1.471290,1.471290,18669736
2011-09-09,1.459330,1.501510,1.454290,1.466880,1.466880,15011508
2011-09-13,1.448000,1.448000,1.422820,1.432890,1.432890,13592288
2011-09-14,1.447370,1.466880,1.417780,1.466880,1.466880,15763393
2011-09-15,1.470030,1.495840,1.456810,1.466880,1.466880,16090952
2011-09-16,1.473180,1.520400,1.468770,1.493330,1.493330,25134571
2011-09-19,1.499620,1.506550,1.457440,1.466880,1.466880,14342426
2011-09-20,1.454290,1.501510,1.448000,1.483880,1.483880,10368217
2011-09-21,1.480740,1.531730,1.463110,1.510950,1.510950,18205033
2011-09-22,1.497100,1.516620,1.423440,1.424070,1.424070,23268344
2011-09-23,1.375600,1.410850,1.361750,1.385040,1.385040,14317790
2011-09-26,1.383780,1.413370,1.371190,1.375600,1.375600,10018563
2011-09-27,1.394490,1.412740,1.375600,1.399520,1.399520,10006014
2011-09-28,1.413370,1.459960,1.391970,1.403930,1.403930,18405648
2011-09-29,1.419670,1.444850,1.391340,1.391340,1.391340,16268806
2011-09-30,null,null,null,null,null,null
2011-10-10,1.432260,1.479480,1.413370,1.457440,1.457440,38130129
2011-10-11,1.485140,1.504030,1.375600,1.406450,1.406450,51767178
2011-10-12,1.379380,1.462480,1.267310,1.451150,1.451150,51683438
2011-10-13,1.435410,1.558800,1.422820,1.536140,1.536140,68546988
2011-10-14,1.520400,1.533620,1.477590,1.524180,1.524180,40079652
2011-10-17,1.532990,1.573280,1.502140,1.533620,1.533620,54802182
2011-10-18,1.519140,1.651350,1.512210,1.590280,1.590280,102985136
2011-10-19,1.587760,1.643160,1.543060,1.543060,1.543060,72169843
2011-10-20,1.536770,1.536770,1.422190,1.449890,1.449890,56842212
2011-10-21,1.433520,1.464370,1.401410,1.401410,1.401410,25120657
2011-10-24,1.397630,1.503400,1.377490,1.490180,1.490180,33633432
2011-10-25,1.485770,1.589650,1.483880,1.546210,1.546210,58711282
2011-10-26,1.529840,1.701080,1.524180,1.682200,1.682200,160095231
2011-10-27,1.645680,1.730040,1.638130,1.701080,1.701080,113643173
2011-10-28,1.730040,1.852180,1.678420,1.791740,1.791740,120496261
2011-10-31,1.765930,1.971170,1.765300,1.911360,1.911360,169160913
2011-11-01,1.882400,1.990680,1.873580,1.891210,1.891210,114388942
2011-11-02,1.829510,1.995720,1.829510,1.995720,1.995720,107718742
2011-11-03,1.995720,2.008310,1.888690,1.894990,1.894990,117025893
2011-11-04,1.901280,1.981870,1.870440,1.901280,1.901280,89191867
2011-11-07,1.884290,1.969280,1.857840,1.965500,1.965500,88324331
2011-11-08,1.990680,1.995090,1.871070,1.883030,1.883030,97735045
2011-11-09,1.885550,2.071270,1.857210,2.071270,2.071270,138545504
2011-11-10,2.036640,2.074410,1.974310,1.974310,1.974310,121779227
2011-11-11,1.966130,2.014610,1.889320,1.937170,1.937170,73605089
2011-11-14,1.920170,1.959830,1.888060,1.939060,1.939060,75895165
2011-11-15,1.939690,1.964240,1.876100,1.948500,1.948500,79910179
2011-11-16,1.970540,1.982500,1.863510,1.883660,1.883660,66927281
2011-11-17,1.878620,1.908210,1.838960,1.863510,1.863510,50560725
2011-11-18,1.826370,1.893730,1.756480,1.774110,1.774110,71282737
2011-11-21,1.776000,1.810630,1.764040,1.796150,1.796150,42004014
2011-11-22,1.775370,1.866030,1.762780,1.833920,1.833920,51731678
2011-11-23,1.833290,1.942840,1.833290,1.894990,1.894990,69811497
2011-11-24,1.874840,1.927730,1.853440,1.893730,1.893730,52381333
2011-11-25,1.889320,2.019640,1.876100,1.951650,1.951650,83638853
2011-11-28,1.951020,2.046080,1.908840,1.935280,1.935280,87744549
2011-11-29,1.945350,2.096450,1.889320,2.087010,2.087010,119320479
2011-11-30,2.072530,2.090150,1.939060,1.947240,1.947240,89127696
2011-12-01,2.014610,2.141780,2.002640,2.085120,2.085120,160114594
2011-12-02,2.046080,2.064970,1.950390,1.994460,1.994460,93082637
2011-12-05,1.970540,1.995090,1.813150,1.825740,1.825740,58121795
2011-12-06,1.794260,1.925210,1.782300,1.888060,1.888060,62263897
2011-12-07,1.874210,2.049860,1.858470,2.011460,2.011460,69226569
2011-12-08,1.985020,2.208510,1.981240,2.051750,2.051750,157882495
2011-12-09,2.015240,2.121630,1.976830,1.989420,1.989420,133933537
2011-12-12,1.998870,2.042310,1.907580,1.921430,1.921430,100742458
2011-12-13,1.921430,1.921430,1.921430,1.921430,1.921430,0
2011-12-14,1.945980,1.985020,1.813150,1.841480,1.841480,148876156
2011-12-15,1.794890,1.870440,1.762780,1.781040,1.781040,127722305
2011-12-16,1.762780,1.915760,1.745150,1.888690,1.888690,112463484
2011-12-19,1.876100,2.006420,1.852180,1.966760,1.966760,138631325
2011-12-20,1.957950,2.030350,1.920800,1.927730,1.927730,101981871
2011-12-21,1.939060,2.051120,1.937170,1.974940,1.974940,149551273
2011-12-22,1.941580,2.044830,1.838330,2.038530,2.038530,173508300
2011-12-23,2.008310,2.045450,1.977460,2.010830,2.010830,103897370
2011-12-26,2.015870,2.037900,1.869810,1.869810,1.869810,124913331
2011-12-27,1.827000,1.860360,1.738230,1.743890,1.743890,116302154
2011-12-28,1.742000,1.832030,1.731300,1.831400,1.831400,87070416
2011-12-29,1.824480,1.850920,1.750190,1.769080,1.769080,64522173
2011-12-30,1.791740,1.847140,1.773480,1.786070,1.786070,59001673
2012-01-04,1.793630,1.857210,1.781670,1.787960,1.787960,82515251
2012-01-05,1.756480,1.756480,1.640020,1.712420,1.712420,91981717
2012-01-06,1.677790,1.786070,1.677790,1.774110,1.774110,60606418
2012-01-09,1.781040,1.837070,1.739490,1.826370,1.826370,64038092
2012-01-10,1.825740,1.916390,1.794260,1.882400,1.882400,116443554
2012-01-11,1.880510,1.978090,1.866660,1.908210,1.908210,106890519
2012-01-12,1.975570,2.031600,1.903800,1.907580,1.907580,146440805
2012-01-13,1.888690,1.913880,1.750190,1.760890,1.760890,97655053
2012-01-16,1.706120,1.755850,1.629310,1.643160,1.643160,87894971
2012-01-17,1.643160,1.753340,1.628680,1.730670,1.730670,73555722
2012-01-18,1.730670,1.743890,1.557540,1.557540,1.557540,106642077
2012-01-19,1.503400,1.545580,1.405820,1.485770,1.485770,80149202
2012-01-20,1.510950,1.555020,1.502140,1.530470,1.530470,52718821
2012-01-30,1.536770,1.641270,1.536770,1.604130,1.604130,66699171
2012-01-31,1.594060,1.629310,1.563840,1.611680,1.611680,44327383
2012-02-01,1.592800,1.635610,1.567620,1.575800,1.575800,51357101
2012-02-02,1.586500,1.649460,1.586500,1.636240,1.636240,70905444
2012-02-03,1.648200,1.665200,1.612940,1.660790,1.660790,80707921
2012-02-06,1.660790,1.660790,1.660790,1.660790,1.660790,0
2012-02-07,1.696680,1.762150,1.685340,1.686600,1.686600,107813554
2012-02-08,1.669600,1.740750,1.649460,1.729410,1.729410,68102109
2012-02-09,1.711160,1.787960,1.711160,1.745150,1.745150,86441505
2012-02-10,1.731300,1.759630,1.719340,1.737600,1.737600,44657024
2012-02-13,1.750190,1.907580,1.738230,1.863510,1.863510,133058392
2012-02-14,1.849660,1.906320,1.819440,1.870440,1.870440,96491058
2012-02-15,1.868550,1.969910,1.838330,1.932760,1.932760,119707128
2012-02-16,1.927100,1.986910,1.913250,1.941580,1.941580,84690215
2012-02-17,1.945350,2.135480,1.929610,2.135480,2.135480,169742617
2012-02-20,2.228660,2.346390,2.178290,2.255730,2.255730,309343739
2012-02-21,2.234950,2.481110,2.229920,2.442710,2.442710,313632260
2012-02-22,2.467890,2.521410,2.428860,2.486780,2.486780,228831699
2012-02-23,2.466630,2.626540,2.442710,2.517630,2.517630,248631296
2012-02-24,2.486780,2.532110,2.449630,2.474190,2.474190,172463498
2012-02-27,2.482370,2.600100,2.477340,2.500630,2.500630,238941198
2012-02-28,2.493070,2.624020,2.477970,2.612060,2.612060,175983615
2012-02-29,2.625280,2.647320,2.377860,2.401790,2.401790,261143551
2012-03-01,2.395490,2.460970,2.371570,2.430120,2.430120,118046138
2012-03-02,2.430120,2.430120,2.430120,2.430120,2.430120,0
2012-03-05,2.455300,2.673130,2.442710,2.673130,2.673130,217785267
2012-03-06,2.694540,2.800300,2.676910,2.745530,2.745530,193338505
2012-03-07,2.729790,2.754340,2.617100,2.636620,2.636620,138949339
2012-03-08,2.636620,2.683200,2.590660,2.657390,2.657390,108785845
2012-03-09,2.726640,2.741750,2.584990,2.659910,2.659910,114546321
2012-03-12,2.650470,2.926220,2.617730,2.888440,2.888440,183275117
2012-03-13,2.864520,2.912360,2.764420,2.786450,2.786450,151156494
2012-03-14,2.794010,2.848780,2.549740,2.600100,2.600100,174531166
2012-03-15,2.631580,2.755600,2.576180,2.614580,2.614580,150784078
2012-03-16,2.593810,2.615840,2.483630,2.613950,2.613950,134912118
2012-03-19,2.593810,2.604510,2.499370,2.565470,2.565470,98412450
2012-03-20,2.566730,2.703980,2.553510,2.587510,2.587510,136379641
2012-03-21,2.594430,2.603250,2.383530,2.449010,2.449010,155445508
